"photoID";"userID";"dateTaken";"poiID";"poiTheme";"poiFreq";"seqID"
2666697901;"38419041@N00";1202618257;57;"Sports stadiums";520;1726
2666946220;"38419041@N00";1202618410;57;"Sports stadiums";520;1726
2666705453;"38419041@N00";1202622064;57;"Sports stadiums";520;1726
2666809247;"38419041@N00";1202622068;57;"Sports stadiums";520;1726
2666712069;"38419041@N00";1202622068;57;"Sports stadiums";520;1726
2666815127;"38419041@N00";1202622084;57;"Sports stadiums";520;1726
2667645440;"38419041@N00";1202622219;57;"Sports stadiums";520;1726
2666830183;"38419041@N00";1202622229;57;"Sports stadiums";520;1726
2667658834;"38419041@N00";1202622446;57;"Sports stadiums";520;1726
2666842811;"38419041@N00";1202622778;57;"Sports stadiums";520;1726
2667672632;"38419041@N00";1202622988;57;"Sports stadiums";520;1726
2666855927;"38419041@N00";1202627356;57;"Sports stadiums";520;1726
2666863603;"38419041@N00";1202627493;57;"Sports stadiums";520;1726
386371554;"20599123@N00";1202719308;9;"Shopping";1169;508
2343968351;"22480788@N08";1202960172;71;"Parks and spaces";1693;601
2266455256;"27982139@N00";1202982282;11;"Shopping";489;1008
2266456548;"27982139@N00";1202982485;11;"Shopping";489;1008
2266455888;"27982139@N00";1202984629;11;"Shopping";489;1008
2356654525;"22887802@N07";1203211618;9;"Shopping";1169;687
2357493608;"22887802@N07";1203216694;8;"Shopping";209;687
2357493756;"22887802@N07";1203216893;8;"Shopping";209;687
2270616587;"16941958@N02";1203253101;45;"Structures";618;403
393737646;"20599123@N00";1203289325;9;"Shopping";1169;509
393737795;"20599123@N00";1203289494;9;"Shopping";1169;509
393737400;"20599123@N00";1203289530;9;"Shopping";1169;509
393734317;"20599123@N00";1203290757;9;"Shopping";1169;509
393733832;"20599123@N00";1203293616;9;"Shopping";1169;509
393733530;"20599123@N00";1203293670;9;"Shopping";1169;509
393734109;"20599123@N00";1203293677;9;"Shopping";1169;509
2282770077;"27982139@N00";1203426383;11;"Shopping";489;1009
2315863533;"27982139@N00";1203430339;11;"Shopping";489;1009
2281355330;"64885532@N00";1203510129;70;"Parks and spaces";221;3154
2280564619;"64885532@N00";1203510302;70;"Parks and spaces";221;3154
2286648683;"21929094@N02";1203555036;71;"Parks and spaces";1693;581
2286649425;"21929094@N02";1203556092;45;"Structures";618;581
2287436970;"21929094@N02";1203556097;45;"Structures";618;581
2286650821;"21929094@N02";1203556110;45;"Structures";618;581
2286651953;"21929094@N02";1203556927;45;"Structures";618;581
2287439870;"21929094@N02";1203556936;45;"Structures";618;581
2286653519;"21929094@N02";1203557333;45;"Structures";618;581
2280565817;"64885532@N00";1203564740;30;"Public galleries";47;3155
2281356618;"64885532@N00";1203564747;30;"Public galleries";47;3155
2280565573;"64885532@N00";1203564757;30;"Public galleries";47;3155
2280565441;"64885532@N00";1203564768;30;"Public galleries";47;3155
2280565289;"64885532@N00";1203564775;30;"Public galleries";47;3155
2281356084;"64885532@N00";1203564799;30;"Public galleries";47;3155
2280564983;"64885532@N00";1203564805;30;"Public galleries";47;3155
2281355764;"64885532@N00";1203564813;30;"Public galleries";47;3155
2280564753;"64885532@N00";1203564818;30;"Public galleries";47;3155
2280565985;"64885532@N00";1203564826;30;"Public galleries";47;3155
2287872140;"64885532@N00";1203583100;30;"Public galleries";47;3155
2287084575;"64885532@N00";1203586335;49;"Structures";284;3155
2559074084;"67008765@N00";1203622910;81;"Transport";416;3286
2559075950;"67008765@N00";1203623000;81;"Transport";416;3286
2559077484;"67008765@N00";1203623004;81;"Transport";416;3286
2559079072;"67008765@N00";1203623038;81;"Transport";416;3286
2558256247;"67008765@N00";1203623158;81;"Transport";416;3286
2559082920;"67008765@N00";1203623170;81;"Transport";416;3286
2559084686;"67008765@N00";1203623269;81;"Transport";416;3286
2558261957;"67008765@N00";1203623359;81;"Transport";416;3286
2559088454;"67008765@N00";1203623365;81;"Transport";416;3286
2558265635;"67008765@N00";1203623374;81;"Transport";416;3286
2559091996;"67008765@N00";1203623389;81;"Transport";416;3286
2558269147;"67008765@N00";1203623404;81;"Transport";416;3286
2558270865;"67008765@N00";1203623429;81;"Transport";416;3286
2559097450;"67008765@N00";1203623435;81;"Transport";416;3286
2559099134;"67008765@N00";1203623447;81;"Transport";416;3286
2559100756;"67008765@N00";1203623459;81;"Transport";416;3286
2287442010;"21929094@N02";1203635147;71;"Parks and spaces";1693;582
2286656799;"21929094@N02";1203644457;48;"Structures";571;582
2286870695;"21929094@N02";1203644922;48;"Structures";571;582
2286871115;"21929094@N02";1203645515;48;"Structures";571;582
2287444098;"21929094@N02";1203645953;48;"Structures";571;582
2287444656;"21929094@N02";1203646707;48;"Structures";571;582
2287445306;"21929094@N02";1203648523;48;"Structures";571;582
2286659231;"21929094@N02";1203648554;48;"Structures";571;582
2286659921;"21929094@N02";1203653454;41;"Institutions";740;582
5019718701;"39603449@N04";1203660694;85;"Transport";269;1774
5019718983;"39603449@N04";1203660946;85;"Transport";269;1774
2294895014;"63357531@N00";1203986504;19;"Shopping";211;3079
2293371053;"63357531@N00";1203986512;19;"Shopping";211;3079
2294165474;"63357531@N00";1203986528;19;"Shopping";211;3079
2293386243;"63357531@N00";1203986539;19;"Shopping";211;3079
2293394605;"63357531@N00";1203986545;19;"Shopping";211;3079
2293403397;"63357531@N00";1203986564;19;"Shopping";211;3079
2294201152;"63357531@N00";1203986572;19;"Shopping";211;3079
2293420629;"63357531@N00";1203986580;19;"Shopping";211;3079
2293428877;"63357531@N00";1203986615;19;"Shopping";211;3079
2293436989;"63357531@N00";1203986642;19;"Shopping";211;3079
2294233354;"63357531@N00";1203986656;19;"Shopping";211;3079
2294241284;"63357531@N00";1203986664;19;"Shopping";211;3079
2294249200;"63357531@N00";1203986676;19;"Shopping";211;3079
2294257090;"63357531@N00";1203986685;19;"Shopping";211;3079
2293477569;"63357531@N00";1203986695;19;"Shopping";211;3079
2293530241;"63357531@N00";1203986708;19;"Shopping";211;3079
2293485725;"63357531@N00";1203986751;19;"Shopping";211;3079
2294283190;"63357531@N00";1203986767;19;"Shopping";211;3079
2294112311;"63357531@N00";1203986799;19;"Shopping";211;3079
2294292498;"63357531@N00";1203986822;19;"Shopping";211;3079
2294301252;"63357531@N00";1203986840;19;"Shopping";211;3079
2294308986;"63357531@N00";1203986859;19;"Shopping";211;3079
2298216056;"91256982@N00";1203993900;4;"City precincts";349;4479
2300273499;"63357531@N00";1204084245;41;"Institutions";740;3080
2320173559;"64885532@N00";1204272047;32;"Institutions";699;3156
2306688425;"90627738@N00";1204276908;25;"Entertainment";1671;4461
2306696857;"90627738@N00";1204280810;9;"Shopping";1169;4461
2354672958;"90627738@N00";1204280924;9;"Shopping";1169;4461
2307564244;"79925938@N00";1204288690;25;"Entertainment";1671;4019
2307564396;"79925938@N00";1204289369;25;"Entertainment";1671;4019
2306762915;"79925938@N00";1204290493;25;"Entertainment";1671;4019
2306763099;"79925938@N00";1204290768;25;"Entertainment";1671;4019
2307564994;"79925938@N00";1204291290;25;"Entertainment";1671;4019
2307565152;"79925938@N00";1204291933;25;"Entertainment";1671;4019
2306763659;"79925938@N00";1204292168;25;"Entertainment";1671;4019
2307565600;"79925938@N00";1204292821;25;"Entertainment";1671;4019
2307565714;"79925938@N00";1204293343;25;"Entertainment";1671;4019
2306764097;"79925938@N00";1204293437;25;"Entertainment";1671;4019
2306764319;"79925938@N00";1204294077;25;"Entertainment";1671;4019
2306764605;"79925938@N00";1204294203;25;"Entertainment";1671;4019
2306764775;"79925938@N00";1204294363;25;"Entertainment";1671;4019
2307566712;"79925938@N00";1204294825;25;"Entertainment";1671;4019
2306765181;"79925938@N00";1204294951;25;"Entertainment";1671;4019
2307567076;"79925938@N00";1204296854;25;"Entertainment";1671;4019
2306765447;"79925938@N00";1204297131;25;"Entertainment";1671;4019
2307567366;"79925938@N00";1204297554;25;"Entertainment";1671;4019
2306765747;"79925938@N00";1204298639;25;"Entertainment";1671;4019
2307567732;"79925938@N00";1204298841;25;"Entertainment";1671;4019
2307568034;"79925938@N00";1204299575;25;"Entertainment";1671;4019
2306766349;"79925938@N00";1204299969;25;"Entertainment";1671;4019
2306766545;"79925938@N00";1204301383;25;"Entertainment";1671;4019
2307568852;"79925938@N00";1204302061;25;"Entertainment";1671;4019
2307569028;"79925938@N00";1204302595;25;"Entertainment";1671;4019
2307569162;"79925938@N00";1204303841;25;"Entertainment";1671;4019
2306767529;"79925938@N00";1204303853;25;"Entertainment";1671;4019
2309317563;"10559879@N00";1204350874;18;"Shopping";659;66
2310122610;"10559879@N00";1204350891;18;"Shopping";659;66
2343097534;"79925938@N00";1204377795;25;"Entertainment";1671;4020
2342268635;"79925938@N00";1204377803;25;"Entertainment";1671;4020
2343097680;"79925938@N00";1204377854;25;"Entertainment";1671;4020
2343097770;"79925938@N00";1204378029;25;"Entertainment";1671;4020
2343097876;"79925938@N00";1204378134;25;"Entertainment";1671;4020
2342268937;"79925938@N00";1204378295;25;"Entertainment";1671;4020
2342269009;"79925938@N00";1204378946;25;"Entertainment";1671;4020
2343098114;"79925938@N00";1204379137;25;"Entertainment";1671;4020
2342269185;"79925938@N00";1204379233;25;"Entertainment";1671;4020
2343098282;"79925938@N00";1204379429;25;"Entertainment";1671;4020
2342269341;"79925938@N00";1204379820;25;"Entertainment";1671;4020
2343098414;"79925938@N00";1204379873;25;"Entertainment";1671;4020
2343098460;"79925938@N00";1204379887;25;"Entertainment";1671;4020
2343098572;"79925938@N00";1204379891;25;"Entertainment";1671;4020
2343098632;"79925938@N00";1204379931;25;"Entertainment";1671;4020
2343098720;"79925938@N00";1204379946;25;"Entertainment";1671;4020
2342269823;"79925938@N00";1204379972;25;"Entertainment";1671;4020
2343098868;"79925938@N00";1204379986;25;"Entertainment";1671;4020
2343098966;"79925938@N00";1204380016;25;"Entertainment";1671;4020
2343099066;"79925938@N00";1204380086;25;"Entertainment";1671;4020
2342270127;"79925938@N00";1204380273;25;"Entertainment";1671;4020
2342270211;"79925938@N00";1204380288;25;"Entertainment";1671;4020
2303545715;"16971123@N05";1204425076;51;"Structures";159;410
2303544973;"16971123@N05";1204425122;51;"Structures";159;410
2303927793;"63357531@N00";1204431311;11;"Shopping";489;3081
2304592918;"63357531@N00";1204433265;11;"Shopping";489;3081
2304596652;"63357531@N00";1204433283;11;"Shopping";489;3081
2303799203;"63357531@N00";1204433315;11;"Shopping";489;3081
2303803413;"63357531@N00";1204433322;11;"Shopping";489;3081
2303809023;"63357531@N00";1204433334;11;"Shopping";489;3081
2304615592;"63357531@N00";1204433345;11;"Shopping";489;3081
2304619442;"63357531@N00";1204433355;11;"Shopping";489;3081
2304623882;"63357531@N00";1204433361;11;"Shopping";489;3081
2304628124;"63357531@N00";1204433401;11;"Shopping";489;3081
2303830761;"63357531@N00";1204433424;11;"Shopping";489;3081
2303835645;"63357531@N00";1204433439;11;"Shopping";489;3081
2303915335;"63357531@N00";1204437918;3;"City precincts";138;3081
409592644;"20599123@N00";1204518714;9;"Shopping";1169;510
409593021;"20599123@N00";1204518831;9;"Shopping";1169;510
409593698;"20599123@N00";1204518842;9;"Shopping";1169;510
409594346;"20599123@N00";1204518855;9;"Shopping";1169;510
409594721;"20599123@N00";1204518876;9;"Shopping";1169;510
409595196;"20599123@N00";1204518892;9;"Shopping";1169;510
409595615;"20599123@N00";1204518942;9;"Shopping";1169;510
409596886;"20599123@N00";1204519763;9;"Shopping";1169;510
409597311;"20599123@N00";1204519791;9;"Shopping";1169;510
409598098;"20599123@N00";1204519993;9;"Shopping";1169;510
409598885;"20599123@N00";1204520048;9;"Shopping";1169;510
409599283;"20599123@N00";1204520061;9;"Shopping";1169;510
409599637;"20599123@N00";1204520134;9;"Shopping";1169;510
409600735;"20599123@N00";1204520643;9;"Shopping";1169;510
409601146;"20599123@N00";1204520801;9;"Shopping";1169;510
409601529;"20599123@N00";1204522163;9;"Shopping";1169;510
409601845;"20599123@N00";1204522377;9;"Shopping";1169;510
409602325;"20599123@N00";1204522420;9;"Shopping";1169;510
409602738;"20599123@N00";1204522464;9;"Shopping";1169;510
409603475;"20599123@N00";1204522486;9;"Shopping";1169;510
409603852;"20599123@N00";1204522515;9;"Shopping";1169;510
409604269;"20599123@N00";1204522674;9;"Shopping";1169;510
409604617;"20599123@N00";1204522726;9;"Shopping";1169;510
409604958;"20599123@N00";1204522809;9;"Shopping";1169;510
2316671808;"27982139@N00";1204523455;11;"Shopping";489;1010
2310095186;"10559879@N00";1204612513;41;"Institutions";740;67
2316385978;"91256982@N00";1204622914;9;"Shopping";1169;4480
2343114848;"79925938@N00";1204706025;56;"Sports stadiums";287;4021
2342285995;"79925938@N00";1204706691;56;"Sports stadiums";287;4021
2342286063;"79925938@N00";1204708451;56;"Sports stadiums";287;4021
2343115020;"79925938@N00";1204710124;56;"Sports stadiums";287;4021
2343115060;"79925938@N00";1204710162;56;"Sports stadiums";287;4021
2342286277;"79925938@N00";1204710242;56;"Sports stadiums";287;4021
2342286351;"79925938@N00";1204710714;56;"Sports stadiums";287;4021
2343115222;"79925938@N00";1204711197;56;"Sports stadiums";287;4021
2343115274;"79925938@N00";1204711238;56;"Sports stadiums";287;4021
2342286579;"79925938@N00";1204712476;56;"Sports stadiums";287;4021
2343115392;"79925938@N00";1204712510;56;"Sports stadiums";287;4021
2343115476;"79925938@N00";1204712516;56;"Sports stadiums";287;4021
2343115582;"79925938@N00";1204712520;56;"Sports stadiums";287;4021
2342286863;"79925938@N00";1204712989;56;"Sports stadiums";287;4021
2343115768;"79925938@N00";1204713318;56;"Sports stadiums";287;4021
2343115842;"79925938@N00";1204713360;56;"Sports stadiums";287;4021
2342287065;"79925938@N00";1204713427;56;"Sports stadiums";287;4021
2342287119;"79925938@N00";1204713562;56;"Sports stadiums";287;4021
2343116062;"79925938@N00";1204713653;56;"Sports stadiums";287;4021
2342287259;"79925938@N00";1204713882;56;"Sports stadiums";287;4021
2343116224;"79925938@N00";1204713965;56;"Sports stadiums";287;4021
2342287387;"79925938@N00";1204714772;56;"Sports stadiums";287;4021
2343116370;"79925938@N00";1204715055;56;"Sports stadiums";287;4021
2343116440;"79925938@N00";1204715107;56;"Sports stadiums";287;4021
2342287567;"79925938@N00";1204715152;56;"Sports stadiums";287;4021
2343116588;"79925938@N00";1204715407;56;"Sports stadiums";287;4021
2343116672;"79925938@N00";1204715715;56;"Sports stadiums";287;4021
2342287779;"79925938@N00";1204715734;56;"Sports stadiums";287;4021
2343125416;"79925938@N00";1204982828;25;"Entertainment";1671;4022
2342296489;"79925938@N00";1204983275;25;"Entertainment";1671;4022
2342296575;"79925938@N00";1204983323;25;"Entertainment";1671;4022
2343125654;"79925938@N00";1204983355;25;"Entertainment";1671;4022
2343125746;"79925938@N00";1204983382;25;"Entertainment";1671;4022
2343125842;"79925938@N00";1204983394;25;"Entertainment";1671;4022
2342296897;"79925938@N00";1204983428;25;"Entertainment";1671;4022
2342296989;"79925938@N00";1204983479;25;"Entertainment";1671;4022
2342297043;"79925938@N00";1204983560;25;"Entertainment";1671;4022
2343126174;"79925938@N00";1204983823;25;"Entertainment";1671;4022
2343126234;"79925938@N00";1204984293;25;"Entertainment";1671;4022
2342297319;"79925938@N00";1204984394;25;"Entertainment";1671;4022
2343126358;"79925938@N00";1204984413;25;"Entertainment";1671;4022
2342297479;"79925938@N00";1204984451;25;"Entertainment";1671;4022
2343126572;"79925938@N00";1204984497;25;"Entertainment";1671;4022
2343126644;"79925938@N00";1204984749;25;"Entertainment";1671;4022
2343126732;"79925938@N00";1204984801;25;"Entertainment";1671;4022
2342297839;"79925938@N00";1204984896;25;"Entertainment";1671;4022
2343126906;"79925938@N00";1204984993;25;"Entertainment";1671;4022
2342298005;"79925938@N00";1204985084;25;"Entertainment";1671;4022
2343127086;"79925938@N00";1204985288;25;"Entertainment";1671;4022
2666185799;"38419041@N00";1205028085;26;"Entertainment";704;1727
2667010818;"38419041@N00";1205028111;26;"Entertainment";704;1727
2666193075;"38419041@N00";1205030290;26;"Entertainment";704;1727
417034306;"20599123@N00";1205107564;9;"Shopping";1169;511
417034684;"20599123@N00";1205107607;9;"Shopping";1169;511
417034936;"20599123@N00";1205107646;9;"Shopping";1169;511
417035320;"20599123@N00";1205107659;9;"Shopping";1169;511
417035911;"20599123@N00";1205107706;9;"Shopping";1169;511
417035654;"20599123@N00";1205107706;9;"Shopping";1169;511
417036340;"20599123@N00";1205107788;9;"Shopping";1169;511
417036780;"20599123@N00";1205107789;9;"Shopping";1169;511
417037206;"20599123@N00";1205107791;9;"Shopping";1169;511
417037539;"20599123@N00";1205107986;9;"Shopping";1169;511
417037832;"20599123@N00";1205107993;9;"Shopping";1169;511
417038193;"20599123@N00";1205110961;9;"Shopping";1169;511
440639689;"20599123@N00";1205113141;9;"Shopping";1169;511
417033812;"20599123@N00";1205113141;9;"Shopping";1169;511
417520250;"20599123@N00";1205155112;9;"Shopping";1169;512
2342037308;"10087938@N02";1205332532;58;"Sports stadiums";88;1
2343624597;"10087938@N02";1205332541;58;"Sports stadiums";88;1
2343624807;"10087938@N02";1205342722;66;"Parks and spaces";65;1
2343619077;"10087938@N02";1205342729;66;"Parks and spaces";65;1
2330528492;"10087938@N02";1205374109;59;"Sports stadiums";141;2
2333139446;"10559879@N00";1205380392;22;"Shopping";561;68
2332314083;"10559879@N00";1205380412;22;"Shopping";561;68
2344446714;"10087938@N02";1205417265;58;"Sports stadiums";88;3
2344453060;"10087938@N02";1205508764;58;"Sports stadiums";88;4
2344448396;"10087938@N02";1205511700;58;"Sports stadiums";88;4
2344444868;"10087938@N02";1205512653;59;"Sports stadiums";141;4
2344454814;"10087938@N02";1205512832;59;"Sports stadiums";141;4
2343620307;"10087938@N02";1205512899;59;"Sports stadiums";141;4
2343617669;"10087938@N02";1205513188;59;"Sports stadiums";141;4
2343615911;"10087938@N02";1205513242;59;"Sports stadiums";141;4
2343614421;"10087938@N02";1205513302;59;"Sports stadiums";141;4
2343623751;"10087938@N02";1205513357;59;"Sports stadiums";141;4
2344448102;"10087938@N02";1205513371;59;"Sports stadiums";141;4
2343616957;"10087938@N02";1205513614;59;"Sports stadiums";141;4
2343614103;"10087938@N02";1205513671;59;"Sports stadiums";141;4
2343622607;"10087938@N02";1205513700;59;"Sports stadiums";141;4
2343616739;"10087938@N02";1205513735;59;"Sports stadiums";141;4
2344455104;"10087938@N02";1205513867;59;"Sports stadiums";141;4
2343617919;"10087938@N02";1205514064;59;"Sports stadiums";141;4
2344446442;"10087938@N02";1205514079;59;"Sports stadiums";141;4
2343622031;"10087938@N02";1205514113;59;"Sports stadiums";141;4
2344450476;"10087938@N02";1205514143;59;"Sports stadiums";141;4
2344445214;"10087938@N02";1205514443;59;"Sports stadiums";141;4
2343624203;"10087938@N02";1205514624;59;"Sports stadiums";141;4
2344450230;"10087938@N02";1205514730;59;"Sports stadiums";141;4
2344449046;"10087938@N02";1205514840;59;"Sports stadiums";141;4
2344451614;"10087938@N02";1205514882;59;"Sports stadiums";141;4
2333406083;"10087938@N02";1205538412;58;"Sports stadiums";88;4
2336932296;"10559879@N00";1205568774;19;"Shopping";211;69
2336933084;"10559879@N00";1205568925;19;"Shopping";211;69
2336933762;"10559879@N00";1205568984;19;"Shopping";211;69
2336099455;"10559879@N00";1205569025;19;"Shopping";211;69
2336935064;"10559879@N00";1205569253;19;"Shopping";211;69
2336936026;"10559879@N00";1205569299;19;"Shopping";211;69
2336957450;"10559879@N00";1205569329;19;"Shopping";211;69
2336958246;"10559879@N00";1205569530;19;"Shopping";211;69
2336959058;"10559879@N00";1205569567;19;"Shopping";211;69
2336124249;"10559879@N00";1205569906;19;"Shopping";211;69
2336140699;"10559879@N00";1205570640;19;"Shopping";211;69
2336141441;"10559879@N00";1205571308;19;"Shopping";211;69
2336142275;"10559879@N00";1205571486;19;"Shopping";211;69
2336143049;"10559879@N00";1205571532;19;"Shopping";211;69
2336143763;"10559879@N00";1205571570;19;"Shopping";211;69
2336144437;"10559879@N00";1205571628;19;"Shopping";211;69
2336145269;"10559879@N00";1205571747;19;"Shopping";211;69
2336981388;"10559879@N00";1205571833;19;"Shopping";211;69
2337442262;"10559879@N00";1205573138;19;"Shopping";211;69
2336608243;"10559879@N00";1205573263;19;"Shopping";211;69
2337444088;"10559879@N00";1205573471;19;"Shopping";211;69
2337445286;"10559879@N00";1205573551;19;"Shopping";211;69
2336610851;"10559879@N00";1205573732;19;"Shopping";211;69
2337446600;"10559879@N00";1205573781;19;"Shopping";211;69
2337447558;"10559879@N00";1205574146;19;"Shopping";211;69
2337470322;"10559879@N00";1205575005;19;"Shopping";211;69
2337471450;"10559879@N00";1205575013;19;"Shopping";211;69
2344452596;"10087938@N02";1205575764;59;"Sports stadiums";141;5
2337472562;"10559879@N00";1205579163;19;"Shopping";211;69
2337473248;"10559879@N00";1205579416;19;"Shopping";211;69
2337474092;"10559879@N00";1205579551;19;"Shopping";211;69
2337475020;"10559879@N00";1205579656;19;"Shopping";211;69
2336641345;"10559879@N00";1205579707;19;"Shopping";211;69
2336642165;"10559879@N00";1205579830;19;"Shopping";211;69
2337477542;"10559879@N00";1205579868;19;"Shopping";211;69
2336643757;"10559879@N00";1205579917;19;"Shopping";211;69
2337479314;"10559879@N00";1205579960;19;"Shopping";211;69
2343625045;"10087938@N02";1205589865;59;"Sports stadiums";141;5
2344445548;"10087938@N02";1205595111;59;"Sports stadiums";141;5
2343618121;"10087938@N02";1205595114;59;"Sports stadiums";141;5
2335649479;"10087938@N02";1205625724;59;"Sports stadiums";141;6
2337041714;"10087938@N02";1205641382;59;"Sports stadiums";141;6
2357645240;"79925938@N00";1205646016;60;"Sports stadiums";79;4023
2336147075;"10559879@N00";1205646525;19;"Shopping";211;70
2357645396;"79925938@N00";1205647123;60;"Sports stadiums";79;4023
2357645622;"79925938@N00";1205647356;60;"Sports stadiums";79;4023
2357645740;"79925938@N00";1205647726;60;"Sports stadiums";79;4023
2357645954;"79925938@N00";1205649426;60;"Sports stadiums";79;4023
2356812137;"79925938@N00";1205649513;60;"Sports stadiums";79;4023
2356812401;"79925938@N00";1205649546;60;"Sports stadiums";79;4023
2357646678;"79925938@N00";1205649623;60;"Sports stadiums";79;4023
2357646900;"79925938@N00";1205649998;60;"Sports stadiums";79;4023
2356813025;"79925938@N00";1205650444;60;"Sports stadiums";79;4023
2357647330;"79925938@N00";1205650885;60;"Sports stadiums";79;4023
2357647490;"79925938@N00";1205650941;60;"Sports stadiums";79;4023
2357647634;"79925938@N00";1205651036;60;"Sports stadiums";79;4023
2356813619;"79925938@N00";1205651305;60;"Sports stadiums";79;4023
2357647982;"79925938@N00";1205651777;60;"Sports stadiums";79;4023
2356814005;"79925938@N00";1205651998;60;"Sports stadiums";79;4023
2357648322;"79925938@N00";1205652154;60;"Sports stadiums";79;4023
2356814339;"79925938@N00";1205652994;60;"Sports stadiums";79;4023
2356814509;"79925938@N00";1205653028;60;"Sports stadiums";79;4023
2357648836;"79925938@N00";1205653284;60;"Sports stadiums";79;4023
2357649110;"79925938@N00";1205654015;60;"Sports stadiums";79;4023
2356815107;"79925938@N00";1205654066;60;"Sports stadiums";79;4023
2356815319;"79925938@N00";1205654259;60;"Sports stadiums";79;4023
2356815487;"79925938@N00";1205655335;60;"Sports stadiums";79;4023
2356583378;"64665189@N00";1205661557;39;"Institutions";219;3141
425114348;"20599123@N00";1205755119;9;"Shopping";1169;513
2341823469;"10087938@N02";1205812892;58;"Sports stadiums";88;7
2344546575;"10559879@N00";1205877388;22;"Shopping";561;71
2345373568;"10559879@N00";1205889787;22;"Shopping";561;71
2345375084;"10559879@N00";1205890416;22;"Shopping";561;71
2349958507;"37569287@N00";1205896800;9;"Shopping";1169;1690
2349392316;"10559879@N00";1205967504;22;"Shopping";561;72
2368301322;"54783527@N00";1205973303;32;"Institutions";699;2619
2367467971;"54783527@N00";1205973414;32;"Institutions";699;2619
2367469041;"54783527@N00";1205973422;32;"Institutions";699;2619
2368304388;"54783527@N00";1205973519;32;"Institutions";699;2619
2367472501;"54783527@N00";1205973683;32;"Institutions";699;2619
2368308130;"54783527@N00";1205973698;32;"Institutions";699;2619
2368309064;"54783527@N00";1205974813;32;"Institutions";699;2619
2368310110;"54783527@N00";1205974823;32;"Institutions";699;2619
2368311646;"54783527@N00";1205974833;32;"Institutions";699;2619
2367477901;"54783527@N00";1205974986;32;"Institutions";699;2619
2368313770;"54783527@N00";1205975033;32;"Institutions";699;2619
2368314266;"54783527@N00";1205975043;32;"Institutions";699;2619
2350382601;"63357531@N00";1205990430;11;"Shopping";489;3082
2350386041;"63357531@N00";1205990518;11;"Shopping";489;3082
2380911267;"22480788@N08";1206011105;15;"Shopping";209;602
2356831619;"79925938@N00";1206019261;25;"Entertainment";1671;4024
2356831761;"79925938@N00";1206019436;25;"Entertainment";1671;4024
2357666112;"79925938@N00";1206019484;25;"Entertainment";1671;4024
2357666232;"79925938@N00";1206019504;25;"Entertainment";1671;4024
2356832105;"79925938@N00";1206019801;25;"Entertainment";1671;4024
2357666440;"79925938@N00";1206019842;25;"Entertainment";1671;4024
2357666576;"79925938@N00";1206019880;25;"Entertainment";1671;4024
2357666674;"79925938@N00";1206020152;25;"Entertainment";1671;4024
2357666760;"79925938@N00";1206020216;25;"Entertainment";1671;4024
2357666876;"79925938@N00";1206020348;25;"Entertainment";1671;4024
2357666952;"79925938@N00";1206020411;25;"Entertainment";1671;4024
2357667068;"79925938@N00";1206020482;25;"Entertainment";1671;4024
2357667176;"79925938@N00";1206021139;25;"Entertainment";1671;4024
2357667258;"79925938@N00";1206021524;25;"Entertainment";1671;4024
2357667400;"79925938@N00";1206021623;25;"Entertainment";1671;4024
2357667602;"79925938@N00";1206021748;25;"Entertainment";1671;4024
2356833485;"79925938@N00";1206021940;25;"Entertainment";1671;4024
2357667820;"79925938@N00";1206022054;25;"Entertainment";1671;4024
2356833743;"79925938@N00";1206022107;25;"Entertainment";1671;4024
2357668084;"79925938@N00";1206022410;25;"Entertainment";1671;4024
2357668240;"79925938@N00";1206022505;25;"Entertainment";1671;4024
2357668352;"79925938@N00";1206023427;25;"Entertainment";1671;4024
2356834231;"79925938@N00";1206023870;25;"Entertainment";1671;4024
2357668530;"79925938@N00";1206025240;25;"Entertainment";1671;4024
2356834473;"79925938@N00";1206025251;25;"Entertainment";1671;4024
2357668766;"79925938@N00";1206025659;25;"Entertainment";1671;4024
2356834709;"79925938@N00";1206025669;25;"Entertainment";1671;4024
2356834789;"79925938@N00";1206026254;25;"Entertainment";1671;4024
2357669068;"79925938@N00";1206026377;25;"Entertainment";1671;4024
2351058857;"38419041@N00";1206044770;57;"Sports stadiums";520;1728
2368315224;"54783527@N00";1206055530;32;"Institutions";699;2620
2368316168;"54783527@N00";1206055536;32;"Institutions";699;2620
2367482717;"54783527@N00";1206058329;32;"Institutions";699;2620
2367483799;"54783527@N00";1206058334;32;"Institutions";699;2620
2360154571;"8074405@N06";1206059709;32;"Institutions";699;4057
2360157745;"8074405@N06";1206059755;32;"Institutions";699;4057
2360995788;"8074405@N06";1206060418;32;"Institutions";699;4057
2360164749;"8074405@N06";1206060433;32;"Institutions";699;4057
2360167907;"8074405@N06";1206060640;32;"Institutions";699;4057
2360171125;"8074405@N06";1206061617;32;"Institutions";699;4057
2361009346;"8074405@N06";1206061706;32;"Institutions";699;4057
2361013444;"8074405@N06";1206061969;32;"Institutions";699;4057
2361016670;"8074405@N06";1206062263;32;"Institutions";699;4057
2360186381;"8074405@N06";1206062428;32;"Institutions";699;4057
2360190305;"8074405@N06";1206072887;32;"Institutions";699;4057
2360194441;"8074405@N06";1206073497;32;"Institutions";699;4057
2368319442;"54783527@N00";1206074522;32;"Institutions";699;2620
2368319964;"54783527@N00";1206074532;32;"Institutions";699;2620
